1444687200000,0.06382978723404255,2
1444773600000,7.9361702127659575,15.610278372591006
1444860000000,8.727272727272727,16.452221627408996
1444946400000,8.727272727272727,16.5
1445032800000,8.777534965034965,14.5625
1445119200000,7.1328671328671325,1
1445205600000,6.6350524475524475,4.125
1445292000000,7.801741460147355,25.875
1445378400000,7.880524549704862,24.078125
1445464800000,7.093596059113301,17.625
1445551200000,7.093596059113301,17.625
1445637600000,7.093596059113301,17.625
1445724000000,7.093596059113301,17.625
1445814000000,7.093596059113301,17.625
1445900400000,7.093596059113301,17.625
1445986800000,7.093596059113301,17.625
1446073200000,6.569807953166274,18.171875
1446159600000,7.31263890043506,22
1446246000000,5.738490357271113,22.375
1446332400000,7.689707989175613,25.1875
1446418800000,6.689895470383275,26.5
1446505200000,8.157267232630346,26.0625
1446591600000,6.664571024891172,22.875
1446678000000,4.840182648401827,22.152654867256636
1446764400000,4.490644490644491,22.25218718349427
1446850800000,4.490644490644491,28.089073019161056
1446937200000,4.490644490644491,28.089073019161056
1447023600000,4.490644490644491,28.089073019161056
1447110000000,8.324330115416467,27.364316600744253
1447196400000,8.356545961002785,22.291021671826627
1447282800000,8.356545961002785,22.47260061919505
1447369200000,3,21.45